,year,title,speaker
308,2001,中国人民抗日戦争記念館訪問後の小泉純一郎総理の発言,小泉純一郎
309,2001,テロ対策特別措置法の成立に際しての小泉内閣総理大臣の談話,小泉純一郎
310,2001,小泉内閣総理大臣謹話［内親王殿下の御誕生を迎えて］,小泉純一郎
311,2002,小泉内閣総理大臣の日韓両国民へのメッセージ,小泉純一郎
312,2002,小泉内閣総理大臣年頭所感,小泉純一郎
313,2002,小泉内閣総理大臣のＡＳＥＡＮ諸国訪問における政策演説「東アジアの中の日本とＡＳＥＡＮ」,小泉純一郎
314,2002,アフガニスタン復興支援国際会議における小泉内閣総理大臣のオープニング・スピーチ,小泉純一郎
315,2002,「ボアオ・アジア・フォーラム」における小泉内閣総理大臣演説［アジアの新世紀−挑戦と機会］,小泉純一郎
317,2002,日印国交樹立50周年に際しての小泉純一郎首相からバジパイ・インド首相とインド国民へのメッセージ,小泉純一郎
318,2002,小泉総理と在京アフリカ外交団との懇談（小泉総理挨拶）,小泉純一郎
319,2002,持続可能な開発に関する世界首脳会議における小泉内閣総理大臣スピーチ,小泉純一郎
320,2002,第５７回国連総会における小泉内閣総理大臣一般討論演説,小泉純一郎
321,2002,小泉内閣総理大臣の朱鎔基中国総理へのメッセージ,小泉純一郎
322,2002,小泉内閣総理大臣談話,小泉純一郎
323,2002,小泉内閣総理大臣の談話［拉致被害者の方々の帰国］,小泉純一郎
324,2003,小泉内閣総理大臣コメント［北朝鮮のＮＰＴからの脱退について］,小泉純一郎
325,2003,国際科学者会議における小泉内閣総理大臣演説,小泉純一郎
326,2003,イラク問題に関する対応についての小泉内閣総理大臣談話,小泉純一郎
327,2003,第3回日本・PIF首脳会議開会式における小泉総理の開会演説,小泉純一郎
328,2003,武力攻撃事態対処関連三法の成立に際しての小泉内閣総理大臣の談話,小泉純一郎
329,2003,スリランカ復興開発に関する東京会議における小泉純一郎総理大臣の挨拶,小泉純一郎
330,2003,日本とインドネシアの間の経済連携協定の可能性に関する小泉内閣総理大臣及びインドネシア共和国大統領の共同発表,小泉純一郎
331,2003,「経済財政運営と構造改革に関する基本方針２００３」（閣議決定）についての小泉内閣総理大臣の談話,小泉純一郎
332,2004,小泉総理大臣の対中南米政策に関する演説‐日本と中南米の新たなパートナーシップの確立を目指して‐,小泉純一郎
333,2004,第59回国連総会における小泉総理大臣一般討論演説　新しい時代に向けた新しい国連（「国連新時代」）,小泉純一郎
334,2004,アジア欧州会合開会式における小泉総理あいさつ,小泉純一郎
335,2004,科学技術と人類の未来に関する国際フォーラム開会式における小泉内閣総理大臣基調講演（平成16年11月14日）,小泉純一郎
336,2005,ASEAN主催緊急首脳会議における小泉総理大臣スピーチ,小泉純一郎
337,2005,国連防災世界会議における小泉総理ステートメント,小泉純一郎
338,2005,小泉内閣総理大臣の談話（京都議定書の発効について）,小泉純一郎
339,2005,アジア・アフリカ首脳会議における小泉総理大臣スピーチ,小泉純一郎
340,2005,アジア・アフリカ首脳会議における小泉総理大臣スピーチ（韓国語）,小泉純一郎
341,2005,アジア・アフリカ・ビジネスサミットにおける小泉総理大臣スピーチ,小泉純一郎
342,2005,戦後６０年にあたっての小泉総理大臣談話,小泉純一郎
343,2005,戦後６０年にあたっての小泉総理大臣談話（韓国語）,小泉純一郎
344,2005,科学技術と人類の未来に関する国際フォーラム開会式における小泉内閣総理大臣基調講演（平成17年9月11日）,小泉純一郎
345,2005,第60回国連総会首脳会合における小泉総理大臣演説「言葉から行動へ」,小泉純一郎
346,2006,小泉内閣総理大臣による年頭所感,小泉純一郎
347,2006,小泉総理によるアフリカ政策演説：アフリカ‐自助努力の発生地へ,小泉純一郎
348,2006,ドミニカ共和国移住問題の早期かつ全面的解決に向けての内閣総理大臣談話（小泉純一郎内閣総理大臣）,小泉純一郎
349,2006,日・ネパール国交樹立50周年に当たっての小泉純一郎総理大臣のメッセージ,小泉純一郎
351,2007,地球温暖化対策に関する安倍内閣総理大臣演説　美しい星へのいざない「Invitation to 『Cool Earth 50』」‐3つの提案、3つの原則‐,安倍晋三
352,2007,インドネシアにおける安倍総理大臣政策スピーチ「日本とASEAN‐思いやり、分かち合う未来を共に」,安倍晋三
354,2007,福田総理訪中スピーチ『共に未来を創ろう』,福田康夫
355,2008,ダボス会議における福田康夫内閣総理大臣特別講演,福田康夫
356,2008,福田康夫内閣総理大臣スピーチ「太平洋が「内海」となる日へ‐「共に歩む」未来のアジアに5つの約束‐」,福田康夫
357,2008,「国際シンポジウム‐沖縄から洞爺湖へ‐『人間の安全保障』から見た三大感染症への新たなビジョン」福田総理大臣演説,福田康夫
358,2008,TICAD IV開会に寄せて福田康夫日本国総理大臣演説,福田康夫
359,2008,ＦＡＯ主催「世界の食料安全保障に関するハイレベル会合：　気候変動とバイオエネルギーがもたらす課題」における福田総理演説,福田康夫
360,2008,福田康夫内閣総理大臣スピーチ「低炭素社会・日本」をめざして,福田康夫
362,2008,第63回国連総会における麻生太郎内閣総理大臣一般討論演説,麻生太郎
363,2008,日中平和友好条約締結30周年記念レセプション　麻生総理挨拶　‐日中関係についての、私の所信表明‐,麻生太郎
364,2008,日本経団連第６２回評議員会　麻生内閣総理大臣挨拶,麻生太郎
365,2009,麻生内閣総理大臣　平成二十一年　年頭所感,麻生太郎
366,2009,ダボス会議における麻生総理大臣特別講演,麻生太郎
367,2009,麻生内閣総理大臣スピーチ「新たな成長に向けて」,麻生太郎
368,2009,麻生太郎日本国内閣総理大臣スピーチ（パキスタン・フレンズ閣僚会合及びパキスタン支援国会合に寄せて）,麻生太郎
369,2009,日中次世代ビジネスリーダーとの集いにおける麻生内閣総理大臣スピーチ‐日中次世代リーダーに送る私の応援歌‐,麻生太郎
370,2009,麻生内閣総理大臣の欧州における政策スピーチ　「グローバルな課題を克服する日欧のパートナーシップ」,麻生太郎
371,2009,第１５回国際交流会議「アジアの未来」麻生内閣総理大臣スピーチ　「経済危機を超え、再び飛躍するアジアへ」,麻生太郎
372,2009,北朝鮮の核実験に関する麻生太郎内閣総理大臣声明,麻生太郎
373,2009,麻生内閣総理大臣スピーチ　「私の目指す安心社会」,麻生太郎
374,2009,（財）日本国際問題研究所（JIIA）フォーラムにおける麻生内閣総理大臣外交政策演説「安全と繁栄を確保する日本外交」,麻生太郎
375,2009,国連気候変動首脳会合における鳩山内閣総理大臣演説,鳩山由紀夫
376,2009,第64回国連総会における鳩山総理大臣一般討論演説,鳩山由紀夫
377,2009,核不拡散・核軍縮に関する安保理首脳会合鳩山総理演説,鳩山由紀夫
378,2009,パキスタン・フレンズ首脳会合における鳩山内閣総理大臣メッセージ,鳩山由紀夫
379,2009,鳩山内閣総理大臣の談話（２０１６年第３１回オリンピック競技大会開催都市決定）,鳩山由紀夫
380,2009,トンガにおける津波被害（鳩山総理大臣によるお見舞いのメッセージの発出）,鳩山由紀夫
381,2009,内閣総理大臣の談話（鳩山内閣総理大臣）,鳩山由紀夫
382,2009,鳩山内閣総理大臣のコメント（オバマ米国大統領のノーベル平和賞受賞について）,鳩山由紀夫
383,2009,内閣総理大臣の談話（地方分権改革推進委員会の第４次勧告　鳩山内閣総理大臣）,鳩山由紀夫
384,2009,天皇陛下御在位二十年記念式典鳩山内閣総理大臣式辞,鳩山由紀夫
385,2009,鳩山総理によるアジア政策講演「アジアへの新しいコミットメント‐東アジア共同体構想の実現に向けて‐」,鳩山由紀夫
386,2009,途上国支援に関する「鳩山イニシアティブ」,鳩山由紀夫
387,2009,気候変動枠組条約第１５回締約国会議首脳級会合：鳩山総理ステートメント,鳩山由紀夫
388,2009,シン・インド首相主催公式午餐会における鳩山内閣総理大臣冒頭発言,鳩山由紀夫
389,2009,新成長戦略基本方針発表に係る鳩山総理大臣発言,鳩山由紀夫
390,2010,鳩山内閣総理大臣　平成２２年　年頭所感,鳩山由紀夫
391,2010,鳩山内閣総理大臣の談話（補給支援特別措置法の失効に伴う補給支援活動の終了）,鳩山由紀夫
392,2010,阪神・淡路大震災十五周年追悼式典　鳩山内閣総理大臣　追悼の辞,鳩山由紀夫
393,2010,日本国とアメリカ合衆国との間の相互協力及び安全保障条約（日米安保条約）の署名５０周年に当たっての鳩山内閣総理大臣の談話,鳩山由紀夫
394,2010,「デリー持続可能な開発サミット」におけるリーダーシップ賞授賞式での鳩山総理ビデオ・メッセージ文,鳩山由紀夫
395,2010,核セキュリティ・サミットにおけるナショナル・ステートメント（鳩山内閣総理大臣）,鳩山由紀夫
396,2010,水俣病犠牲者慰霊式「祈りの言葉」（鳩山内閣総理大臣）,鳩山由紀夫
397,2010,鳩山総理大臣コメント（韓国哨戒艦沈没事案に関する韓国側の調査報告発表について）,鳩山由紀夫
398,2010,第16回国際交流会議「アジアの未来」　鳩山内閣総理大臣スピーチ,鳩山由紀夫
399,2010,内閣総辞職に当たっての鳩山内閣総理大臣談話,鳩山由紀夫
400,2010,鳩山由紀夫内閣総理大臣発言,鳩山由紀夫
401,2010,サッカー日本代表へのメッセージ（菅直人内閣総理大臣）,菅直人
402,2010,サッカー日本代表へのメッセージ（菅直人内閣総理大臣）,菅直人
403,2010,７月19日「海の日」を迎えるに当たっての菅直人内閣総理大臣メッセージ,菅直人
404,2010,広島市原爆死没者慰霊式並びに平和祈念式あいさつ（菅直人内閣総理大臣）,菅直人
405,2010,長崎原爆犠牲者慰霊平和祈念式典あいさつ（菅直人内閣総理大臣）,菅直人
406,2010,日韓併合１００年に当たっての菅直人内閣総理大臣の談話,菅直人
407,2010,菅直人内閣総理大臣発言　経済情勢について,菅直人
408,2010,菅直人内閣総理大臣のコメント,菅直人
409,2010,ＭＤＧｓ国連首脳会合 菅直人総理演説「次世代への約束」,菅直人
410,2010,国際の平和と安全の維持における安保理の効果的役割に関する安保理首脳会合（菅直人内閣総理大臣）,菅直人
411,2010,第６５回国連総会における菅直人総理大臣一般討論演説,菅直人
412,2010,小島嶼国開発ハイレベル会合開会式における菅直人総理大臣の演説,菅直人
413,2010,平成二十二年国勢調査の実施に際しての菅直人内閣総理大臣の談話,菅直人
414,2010,アジア欧州会合第8回首脳会合（ASEM8）　第1セッションにおける菅直人総理大臣発言,菅直人
415,2010,ノーベル化学賞　菅直人内閣総理大臣コメント,菅直人
416,2010,生物多様性条約第１０回締約国会議ハイレベル・セグメント開会式菅内閣総理大臣演説,菅直人
417,2010,生物多様性条約第１０回締約国会議(ＣＯＰ１０)ハイレベル・セグメントレセプション菅内閣総理大臣挨拶,菅直人
418,2010,Ｇ２０ビジネス・サミット　貿易・投資（貿易の再活性化）セッション　菅直人総理発言,菅直人
419,2010,ＡＰＥＣ　ＣＥＯサミットにおける菅直人総理大臣挨拶,菅直人
420,2010,第１８回ＡＰＥＣ首脳会議　首脳宣言採択　菅直人総理発言,菅直人
421,2010,議会開設百二十年記念式典における菅直人内閣総理大臣祝辞,菅直人
422,2010,ノーベル賞授賞式に当たって総理メッセージ（菅直人内閣総理大臣）,菅直人
423,2010,硫黄島戦没者追悼式　追悼の辞,菅直人
424,2011,菅内閣総理大臣　平成二十三年　年頭所感,菅直人
425,2011,菅総理　外交に関する講演「歴史の分水嶺に立つ日本外交」,菅直人
426,2011,「新卒者雇用・特命チーム」における総理メッセージ,菅直人
427,2011,菅内閣総理大臣発メドヴェージェフ・ロシア大統領宛てメッセージ（お悔やみ）の発出について,菅直人
428,2011,菅内閣総理大臣ダボス会議特別講演　「開国と絆」,菅直人
429,2011,2011年在日華人紙への春節祝賀メッセージ,菅直人
430,2011,東北地方太平洋沖地震に関する菅内閣総理大臣記者発表,菅直人
431,2011,東北地方太平洋沖地震に関する菅内閣総理大臣メッセージ,菅直人
432,2011,菅総理からの国民の皆様へのメッセージ（平成２３年３月１３日（日））,菅直人
433,2011,菅総理からの国民の皆様へのメッセージ（平成２３年３月１５日（火））,菅直人
434,2011,菅総理からの国民の皆様へのメッセージ（平成２３年３月１８日（金））,菅直人
435,2011,平成２２年度　防衛大学校卒業式　内閣総理大臣訓示（菅直人内閣総理大臣）,菅直人
436,2011,諸外国からの支援に対する総理メッセージ（菅直人内閣総理大臣）,菅直人
437,2011,菅総理からの国民の皆様へのメッセージ（平成２３年３月２５日（金））,菅直人
438,2011,東日本大震災に係る内閣総理大臣及び文部科学大臣からのメッセージ　新学期を迎えるみなさんへ（中学校、高等学校段階の生徒用）（菅直人内閣総理大臣）,菅直人
439,2011,東日本大震災に係る内閣総理大臣及び文部科学大臣からのメッセージ　新学期を迎えるみなさんへ（小学校段階の児童用）（菅直人内閣総理大臣）,菅直人
440,2011,絆　Kizuna　‐　the bonds of friendship　（菅直人内閣総理大臣）,菅直人
441,2011,菅総理によるワシントンポスト紙への寄稿　日本　‐復興，そして新生への道‐,菅直人
442,2011,菅総理によるインターナショナル・ヘラルド・トリビューン紙への寄稿　日本　‐復興，そして新生への道‐（Japan's Road to Recovery and Rebirth）,菅直人
443,2011,ウサマ・ビン・ラーディンの殺害についての内閣総理大臣の談話（菅直人内閣総理大臣）,菅直人
444,2011,ＯＥＣＤ５０周年記念行事における菅総理スピーチ,菅直人
445,2011,菅総理の冒頭発言（Ｇ８ドーヴィル・サミット）,菅直人
446,2011,済生会創立百周年記念式典　祝辞（菅直人内閣総理大臣）,菅直人
447,2011,ＭＤＧｓフォローアップ会合　総理開会挨拶（菅直人内閣総理大臣）,菅直人
448,2011,国家公務員の給与に関する内閣総理大臣の談話（菅直人内閣総理大臣）,菅直人
449,2011,全国市長会議あいさつ（菅直人内閣総理大臣）,菅直人
450,2011,らい予防法による被害者の名誉回復及び追悼の日　あいさつ（菅直人内閣総理大臣）,菅直人
451,2011,沖縄全戦没者追悼式　総理あいさつ（菅直人内閣総理大臣）,菅直人
452,2011,Ｂ型肝炎訴訟についての内閣総理大臣の談話（菅直人内閣総理大臣）,菅直人
453,2011,7月18日「海の日」を迎えるに当たっての内閣総理大臣メッセージ（菅直人内閣総理大臣）,菅直人
454,2011,菅内閣総理大臣発ストルテンベルグ・ノルウェー首相宛てメッセージ（お悔やみ）の発出,菅直人
455,2011,広島市原爆死没者慰霊式並びに平和祈念式あいさつ（菅直人内閣総理大臣）,菅直人
456,2011,長崎原爆犠牲者慰霊平和祈念式典あいさつ（菅直人内閣総理大臣）,菅直人
457,2011,全国戦没者追悼式　内閣総理大臣式辞（菅直人内閣総理大臣）,菅直人
458,2011,内閣総辞職にあたっての内閣総理大臣談話（菅直人内閣総理大臣）,菅直人
459,2011,野田佳彦総理大臣によるビデオメッセージ（９月１４日中国・大連におけるサマーダボス会議での「ジャパン・ナイト」）,野田佳彦
460,2011,原子力安全及び核セキュリティに関する国連ハイレベル会合　野田佳彦総理大臣スピーチ,野田佳彦
461,2011,第６６回国連総会における野田佳彦内閣総理大臣一般討論演説,野田佳彦
462,2011,「グローバル・ゼロ」サミット　総理大臣メッセージ（野田佳彦内閣総理大臣）,野田佳彦
463,2011,平成２３年度航空観閲式　野田佳彦内閣総理大臣訓示,野田佳彦
464,2011,ＡＰＥＣ・ＣＥＯサミット　野田総理ビデオメッセージ,野田佳彦
465,2011,ＡＳＥＡＮビジネス投資サミットにおける野田総理挨拶,野田佳彦
466,2011,第１５回ＩＬＯアジア太平洋地域会議　野田内閣総理大臣　特別演説 ,野田佳彦
467,2011,インド世界問題評議会（ＩＣＷＡ）主催　野田総理講演　『人と人の「絆」に基づく「戦略的グローバル・パートナーシップ」』,野田佳彦
468,2012,野田内閣総理大臣　平成24年　年頭所感,野田佳彦
469,2012,南スーダン国際平和協力隊隊旗授与式における野田内閣総理大臣訓示,野田佳彦
470,2012,2012年ダボス会議サイドイベント「ジャパン・ナイト」野田総理ビデオメッセージ,野田佳彦
471,2012,野田内閣総理大臣発アタムバエフ・キルギス共和国大統領宛メッセージ,野田佳彦
472,2012,野田内閣総理大臣発ナザルバエフ・カザフスタン共和国大統領宛祝賀メッセージ,野田佳彦
473,2012,野田内閣総理大臣発カリモフ・ウズベキスタン共和国大統領宛　祝賀メッセージ,野田佳彦
474,2012,新華社東京支局2012新年会における野田内閣総理大臣挨拶,野田佳彦
475,2012,野田佳彦内閣総理大臣発ラフモン・タジキスタン共和国大統領宛　祝賀メッセージ,野田佳彦
476,2012,シンポジウム「社会保障と税の一体改革について」基調講演（野田佳彦総理大臣）,野田佳彦
477,2012,総理ビデオメッセージ「社会保障と税の一体改革について」,野田佳彦
478,2012,内閣総理大臣の談話「国民の皆様へ」,野田佳彦
479,2012,東日本大震災一周年追悼式　内閣総理大臣式辞,野田佳彦
480,2012,平成２３年度　防衛大学校卒業式　内閣総理大臣訓示,野田佳彦
481,2012,2012年3月20日から23日のサバーハ・アル・アハマド・アル・ジャービル・アル・サバーハ・クウェート国首長殿下の国賓訪日に際する共同声明,野田佳彦
482,2012,日本アカデメイア主催「野田総理との第１回交流会」　野田総理スピーチ,野田佳彦
483,2012,ソウル核セキュリティ・サミットにおける総理ステートメント,野田佳彦
484,2012,「東アジア低炭素成長パートナーシップ対話」野田総理挨拶,野田佳彦
485,2012,野田総理発オランド・フランス次期大統領宛の祝辞の発出,野田佳彦
486,2012,内閣総理大臣談話（2012年5月8日）,野田佳彦
487,2012,沖縄復帰４０周年記念式典　内閣総理大臣式辞,野田佳彦
488,2012,第１８回国際交流会議「アジアの未来」野田総理スピーチ,野田佳彦
489,2012,内閣総理大臣(東京２０２０オリンピック・パラリンピック招致委員会評議会最高顧問)コメント,野田佳彦
490,2012,島サミット総理メッセージ仮訳　私たちをつなぐ太平洋の「キズナ」,野田佳彦
491,2012,内閣総理大臣謹話（2012年6月6日）,野田佳彦
492,2012,日本アカデメイア主催「野田総理との第２回交流会」　野田総理スピーチ,野田佳彦
493,2012,沖縄全戦没者追悼式　総理あいさつ,野田佳彦
494,2012,第十一管区海上保安本部　内閣総理大臣訓示,野田佳彦
495,2012,読売国際経済懇話会（ＹＩＥＳ）講演会,野田佳彦
496,2012,「世界防災閣僚会議in東北」 野田総理開会挨拶,野田佳彦
497,2012,アフガニスタンに関する東京会合　野田総理挨拶,野田佳彦
498,2012,７月１６日「海の日」を迎えるに当たっての内閣総理大臣メッセージ,野田佳彦
499,2012,野田佳彦内閣総理大臣講演会（早稲田大学）,野田佳彦
500,2012,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,野田佳彦
501,2012,長崎原爆犠牲者慰霊平和祈念式典あいさつ,野田佳彦
502,2012,全国戦没者追悼式　内閣総理大臣式辞（野田佳彦内閣総理大臣）,野田佳彦
503,2012,第四十七回自衛隊高級幹部会同野田内閣総理大臣訓示,野田佳彦
504,2012,第67回国連総会における野田内閣総理大臣一般討論演説,野田佳彦
505,2012,国際通貨基金(IMF)･世界銀行年次総会2012レセプションあいさつ,野田佳彦
506,2012,平成24年度自衛隊観艦式野田内閣総理大臣訓示,野田佳彦
507,2012,朝日地球環境フォーラム2012野田内閣総理大臣オープニングスピーチ,野田佳彦
508,2012,内閣総辞職に当たっての内閣総理大臣談話（野田佳彦内閣総理大臣）,野田佳彦
509,2012,内閣総理大臣談話（安倍晋三内閣総理大臣）,安倍晋三
510,2013,安倍内閣総理大臣平成25年年頭所感,安倍晋三
511,2013,開かれた，海の恵み--日本外交の新たな5原則--,安倍晋三
512,2013,ゴラン高原PKO（UNDOF）隊旗返還式安倍内閣総理大臣訓示,安倍晋三
513,2013,安倍総理の英語メッセージ＠ダボス会議2013「ジャパン・ナイト」,安倍晋三
514,2013,安倍総理大臣の政策スピーチ「日本は戻ってきました」,安倍晋三
515,2013,ソマリア特別会合　安倍総理オープニングスピーチ,安倍晋三
516,2013,TICADV総理・横浜市長共催歓迎レセプションにおける安倍総理スピーチ,安倍晋三
517,2013,TICAD V 開会式安倍内閣総理大臣オープニングスピーチ,安倍晋三
518,2013,TICAD V 全体会合3‐民間との対話‐安倍総理スピーチ,安倍晋三
519,2013,TICAD V　経団連主催交流会　安倍総理スピーチ,安倍晋三
520,2013,第２回野口英世アフリカ賞授賞式における総理式辞,安倍晋三
521,2013,ＴＩＣＡＤＶ・テーマ別会合５‐平和構築の強化‐安倍総理オープニングスピーチ,安倍晋三
522,2013,ＴＩＣＡＤＶ　世銀・ＵＮＤＰ共催防災セッション 安倍総理冒頭挨拶,安倍晋三
523,2013,ＴＩＣＡＤＶ　人間の安全保障シンポジウム　安倍総理冒頭挨拶,安倍晋三
524,2013,TICAD V 閉会式　安倍総理による閉会式御挨拶,安倍晋三
525,2013,安倍総理 「成長戦略第３弾スピーチ」,安倍晋三
526,2013,安倍総理大臣の経済政策に関する講演,安倍晋三
527,2013,安倍総理大臣講演：日本とASEAN・Always in tandem　「3本の矢」で一層のWin-Win関係へ,安倍晋三
528,2013,第68回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
529,2013,安倍晋三日本国総理大臣基調講演,安倍晋三
530,2013,安倍内閣総理大臣の談話‐恒久平和への誓い‐,安倍晋三
531,2014,日本・モザンビーク投資フォーラムにおける安倍総理大臣スピーチ,安倍晋三
532,2014,安倍総理大臣アフリカ政策スピーチ『「一人、ひとり」を強くする日本のアフリカ外交』,安倍晋三
533,2014,安倍総理大臣世界経済フォーラム年次会議冒頭演説〜新しい日本から、新しいビジョン〜,安倍晋三
534,2014,「建国記念の日」を迎えるに当たっての安倍内閣総理大臣メッセージ,安倍晋三
535,2014,国民の皆様へ（東日本大震災三周年に当たって）,安倍晋三
536,2014,東日本大震災三周年追悼式　内閣総理大臣式辞,安倍晋三
537,2014,平成２５年度防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
538,2014,第４８回国家公務員合同初任研修開講式　安倍内閣総理大臣訓示,安倍晋三
539,2014,ジャパン・サミット２０１４　安倍内閣総理大臣基調講演,安倍晋三
540,2014,シティ主催歓迎晩餐会　安倍内閣総理大臣スピーチ,安倍晋三
541,2014,北大西洋理事会（NAC）における安倍総理大臣演説,安倍晋三
542,2014,OECD閣僚理事会安倍内閣総理大臣基調演説,安倍晋三
543,2014,第13回アジア安全保障会議（シャングリラ・ダイアローグ）安倍内閣総理大臣の基調講演,安倍晋三
544,2014,豪州国会両院総会　安倍内閣総理大臣演説,安倍晋三
545,2014,安倍総理の中南米政策スピーチ：Juntos!! 日本・中南米協力に限りない深化を対中南米外交・三つの指導理念,安倍晋三
546,2014,日本バングラデシュ・ビジネス・フォーラムにおける安倍総理スピーチ,安倍晋三
547,2014,日本スリランカ・ビジネス・フォーラムにおける安倍総理スピーチ,安倍晋三
548,2014,WAW！Tokyo 2014 公開フォーラム 安倍総理スピーチ,安倍晋三
549,2014,女性が輝く社会に向けた国際シンポジウム　ハイレベル・ラウンドテーブルにおける安倍総理大臣スピーチ,安倍晋三
550,2014,国連気候サミットにおける安倍総理大臣スピーチ,安倍晋三
551,2014,第2回日・アフリカ地域経済共同体（RECs）議長国首脳会合における安倍総理大臣スピーチ,安倍晋三
552,2014,国連エボラ出血熱流行対応ハイレベル会合における安倍総理大臣スピーチ,安倍晋三
553,2014,第69回国連総会における安倍総理大臣一般討論演説,安倍晋三
554,2014,国連PKOに関するハイレベル会合における安倍総理大臣スピーチ,安倍晋三
555,2014,ＳＴＳフォーラム２０１４年年次総会における安倍総理スピーチ,安倍晋三
556,2014,ＡＥＢＦクロージングセッションにおける安倍総理スピーチ,安倍晋三
557,2014,国際法曹協会（ＩＢＡ）東京大会年次総会 安倍総理スピーチ,安倍晋三
558,2014,防衛省・自衛隊６０周年記念航空観閲式　安倍内閣総理大臣訓示,安倍晋三
559,2015,安倍内閣総理大臣　平成２７年　年頭所感,安倍晋三
560,2015,日エジプト経済合同委員会合における安倍内閣総理大臣政策スピーチ　中庸が最善：活力に満ち安定した中東へ‐‐新たなページめくる日本とエジプト‐‐,安倍晋三
561,2015,「東日本大震災四周年追悼式」における内閣総理大臣式辞,安倍晋三
562,2015,第３回国連防災世界会議ハイレベル・セグメントにおける安倍内閣総理大臣ステートメント,安倍晋三
563,2015,第３回国連防災世界会議ハイレベル･パートナーシップ・ダイアローグにおける安倍内閣総理大臣スピーチ,安倍晋三
564,2015,国連創設７０周年記念シンポジウムにおける安倍内閣総理大臣スピーチ,安倍晋三
565,2015,JFKシンポジウム「ケネディ大統領のトーチ〜引き継がれるその遺産〜」における安倍総理スピーチ,安倍晋三
566,2015,平成２６年度　防衛大学校卒業式　内閣総理大臣訓示,安倍晋三
567,2015,第４９回 国家公務員合同初任研修閉講式　安倍内閣総理大臣訓示,安倍晋三
568,2015,アジア・アフリカ会議（バンドン会議）６０周年記念首脳会議における安倍内閣総理大臣スピーチ,安倍晋三
569,2015,アジア・アフリカ会議（バンドン会議）６０周年記念首脳会議における安倍内閣総理大臣スピーチ（韓国語）,安倍晋三
570,2015,ハーバード大学ケネディ・スクールにおける安倍内閣総理大臣スピーチ,安倍晋三
571,2015,米国連邦議会上下両院合同会議における安倍総理大臣演説「希望の同盟へ」,安倍晋三
572,2015,第２１回国際交流会議「アジアの未来」晩餐会　安倍内閣総理大臣スピーチ,安倍晋三
573,2015,第７回太平洋・島サミットにおける安倍内閣総理大臣開会式基調演説,安倍晋三
574,2015,戦後７０年沖縄全戦没者追悼式における内閣総理大臣挨拶,安倍晋三
575,2015,「明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業」世界遺産登録に当たっての総理メッセージ,安倍晋三
576,2015,ＣＳＩＳ主催シンポジウム「２０世紀のグローバル・ヒストリーの省察―２１世紀の新しいビジョンに向かって」における安倍内閣総理大臣挨拶,安倍晋三
577,2015,ジャパン・サミット２０１５　安倍内閣総理大臣基調講演,安倍晋三
578,2015,第２０回「海の日」特別行事　総合開会式における安倍内閣総理大臣スピーチ,安倍晋三
579,2015,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,安倍晋三
580,2015,長崎原爆犠牲者慰霊平和祈念式典あいさつ,安倍晋三
581,2015,全国戦没者追悼式式辞,安倍晋三
582,2015,WAW！Tokyo 2015 公開フォーラム　安倍総理スピーチ,安倍晋三
583,2015,第70回国連総会「ジェンダー平等と女性のエンパワーメントに関するグローバル・リーダーズ会合」安倍総理スピーチ,安倍晋三
584,2015,持続可能な開発のための２０３０アジェンダを採択する国連サミット　安倍総理大臣ステートメント,安倍晋三
585,2015,日本政府観光局（ＪＮＴＯ）主催訪日セミナー　安倍総理挨拶,安倍晋三
586,2015,日・太平洋島嶼国首脳会合　安倍総理挨拶,安倍晋三
587,2015,日・グローバルファンド共催保健サイドイベント「ＵＨＣへの道筋」　安倍総理スピーチ,安倍晋三
588,2015,第２回ＰＫＯサミット　安倍総理スピーチ,安倍晋三
589,2015,対日投資セミナー　安倍総理挨拶,安倍晋三
590,2015,第７０回国連総会における安倍内閣総理大臣一般討論演説,安倍晋三
591,2015,金融を中心とするビジネス関係者との対話　安倍総理スピーチ,安倍晋三
592,2015,ＳＴＳフォーラム第１２回年次総会における安倍総理スピーチ,安倍晋三
593,2015,ノーベル生理学・医学賞　内閣総理大臣コメント,安倍晋三
594,2015,ノーベル物理学賞 内閣総理大臣コメント,安倍晋三
595,2015,平成２７年度自衛隊観艦式　安倍内閣総理大臣訓示,安倍晋三
596,2015,カザフスタンにおける安倍内閣総理大臣政策スピーチ,安倍晋三
597,2015,日中韓ビジネスサミット　安倍総理挨拶,安倍晋三
598,2015,読売国際経済懇話会（ＹＩＥＳ）　講演会２０１５　安倍総理スピーチ,安倍晋三
599,2015,ＡＳＥＡＮビジネス投資サミット 安倍総理スピーチ,安倍晋三
600,2015,COP21首脳会合における安倍総理大臣スピーチ,安倍晋三
601,2015,内閣総理大臣談話,安倍晋三
602,2015,「世界津波の日」の決議に関する総理メッセージ（国連総会第二委員会における決議の採択について）,安倍晋三
603,2015,日・インド・イノベーション・セミナー安倍総理挨拶,安倍晋三
604,2015,国連気候変動枠組条約第二十一回締約国会議の合意に関する内閣総理大臣の談話,安倍晋三
605,2015,内外情勢調査会２０１５年１２月全国懇談会　安倍総理スピーチ,安倍晋三
