,year,title,speaker
903,2021,東日本大震災発災１０年に際する日米首脳共同メッセージ,菅義偉
904,2021,令和２年度　防衛大学校卒業式　内閣総理大臣訓示,菅義偉
905,2021,第２６回国際交流会議「アジアの未来」菅総理スピーチ,菅義偉
906,2021,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,菅義偉
907,2021,長崎原爆犠牲者慰霊平和祈念式典あいさつ,菅義偉
908,2021,令和３年度全国戦没者追悼式総理大臣式辞,菅義偉
909,2021,第７６回国連総会における菅内閣総理大臣一般討論演説,菅義偉
910,2021,内閣総理大臣談話（岸田内閣総理大臣談話）（2021年10月4日）,岸田文雄
911,2021,ＣＯＰ２６世界リーダーズ・サミット 岸田総理スピーチ,岸田文雄
912,2021,内閣総理大臣談話（岸田内閣総理大臣談話）（2021年11月10日）,岸田文雄
913,2021,令和３年度自衛隊記念日観閲式　岸田内閣総理大臣訓示,岸田文雄
914,2021,東京栄養サミット２０２１　岸田総理大臣スピーチ,岸田文雄
915,2021,ＧＺＥＲＯサミット２０２１における岸田内閣総理大臣挨拶,岸田文雄
916,2021,民主主義のためのサミット　岸田総理ビデオメッセージ,岸田文雄
917,2021,ＩＤＡ２０最終会合における岸田総理ビデオメッセージ,岸田文雄
918,2021,第７回日中企業家及び元政府高官対話（日中ＣＥＯ等サミット）における岸田総理ビデオメッセージ,岸田文雄
919,2021,読売国際経済懇話会（ＹＩＥＳ）講演会　岸田内閣総理大臣講演,岸田文雄
920,2021,ひろしまラウンドテーブル２０２１における岸田総理ビデオメッセージ,岸田文雄
921,2021,内外情勢調査会全国懇談会　岸田内閣総理大臣講演,岸田文雄
922,2022,岸田内閣総理大臣　令和４年　年頭所感,岸田文雄
923,2022,トンガ沖で発生した大規模な海底火山噴火に伴う地震・津波による被害に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
924,2022,「ダボス・アジェンダ2022」における岸田総理大臣の特別演説,岸田文雄
925,2022,岸田文雄内閣総理大臣による春節の挨拶,岸田文雄
926,2022,ブラジル連邦共和国リオデジャネイロ州ペトロポリス市における洪水と土砂災害に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
927,2022,第３回東京グローバル・ダイアログにおける岸田総理ビデオメッセージ,岸田文雄
928,2022,「国際女性の日」に当たっての岸田内閣総理大臣ビデオメッセージ,岸田文雄
929,2022,「東日本大震災追悼復興祈念式」における内閣総理大臣追悼の辞,岸田文雄
930,2022,「東京会議２０２２」に当たっての岸田内閣総理大臣ビデオメッセージ,岸田文雄
931,2022,岸田総理によるＩｎｄｉａｎ　Ｅｘｐｒｅｓｓ紙への寄稿文,岸田文雄
932,2022,中国での旅客機墜落事故を受けた岸田内閣総理大臣発習近平中国国家主席及び李克強中国国務院総理へのメッセージ,岸田文雄
933,2022,海上保安大学校卒業式　内閣総理大臣祝辞,岸田文雄
934,2022,令和３年度　防衛大学校卒業式　内閣総理大臣訓示,岸田文雄
935,2022,ＣＯＶＡＸワクチン・サミット２０２２　岸田総理大臣ビデオメッセージ,岸田文雄
936,2022,ＥＵ（欧州連合）・カナダ共催ウクライナ避難民向けプレッジング・イベント　岸田総理大臣ビデオ・メッセージ,岸田文雄
937,2022,第７回アワオーシャン会議　岸田内閣総理大臣ビデオメッセージ,岸田文雄
938,2022,南アフリカ共和国における洪水に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
939,2022,アジア・太平洋水サミット首脳級会合　岸田総理スピーチ,岸田文雄
940,2022,ギルドホールにおける岸田総理基調講演,岸田文雄
941,2022,第2回「新型コロナ・サミット」 岸田総理大臣ビデオメッセージ,岸田文雄
942,2022,日・フィンランド共催イベント「デジタル化の社会的インパクト～Ｂｅｙｏｎｄ ５Ｇの社会に向けて～」　岸田内閣総理大臣ビデオメッセージ,岸田文雄
943,2022,ハリーファ・ビン・ザーイド・アール・ナヒヤーン・アラブ首長国連邦大統領殿下の御薨去に関する岸田内閣総理大臣の談話,岸田文雄
944,2022,沖縄復帰５０周年記念式典 岸田内閣総理大臣式辞,岸田文雄
945,2022,インド太平洋経済枠組みの立上げ　岸田総理大臣による挨拶,岸田文雄
946,2022,第２７回国際交流会議「アジアの未来」晩さん会　岸田総理スピーチ,岸田文雄
947,2022,ブラジル連邦共和国ペルナンブコ州における洪水と土砂災害に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
948,2022,シャングリラ・ダイアローグ（アジア安全保障会議）における岸田総理基調講演,岸田文雄
949,2022,エネルギーと気候に関する主要経済国フォーラム（ＭＥＦ）に際しての岸田総理ビデオメッセージ,岸田文雄
950,2022,令和４年沖縄全戦没者追悼式における内閣総理大臣挨拶,岸田文雄
951,2022,岸田総理によるフランクフルターアルゲマイネ紙への寄稿文,岸田文雄
952,2022,岸田総理によるエル・パイス紙への寄稿文：ＮＡＴＯ首脳会合出席に当たっての日本のヴィジョン,岸田文雄
953,2022,パキスタン各地における豪雨被害に関する岸田総理大臣によるお見舞いメッセージ,岸田文雄
954,2022,「海の日」を迎えるに当たっての内閣総理大臣メッセージ,岸田文雄
955,2022,日本経済団体連合会夏季フォーラム　岸田内閣総理大臣講演,岸田文雄
956,2022,ＮＰＴ（核兵器不拡散条約）運用検討会議における岸田内閣総理大臣一般討論演説,岸田文雄
957,2022,広島市原爆死没者慰霊式並びに平和祈念式あいさつ,岸田文雄
958,2022,長崎原爆犠牲者慰霊平和祈念式典あいさつ,岸田文雄
959,2022,内閣総理大臣談話（岸田内閣総理大臣）,岸田文雄
960,2022,令和４年度全国戦没者追悼式総理大臣式辞,岸田文雄
961,2022,クリミア・プラットフォーム首脳会合　岸田総理大臣ビデオ・メッセージ,岸田文雄
962,2022,岸田総理によるジャパンタイムズ紙への寄稿文「日本とアフリカで持続可能な世界を構築する好機」,岸田文雄
963,2022,岸田総理によるラ・プレス・ド・チュニジィ紙への寄稿文「ＴＩＣＡＤ８のチュニジア開催に向けて」,岸田文雄
964,2022,岸田総理によるアラブ・ニュース紙への寄稿文「ＴＩＣＡＤ８の開催に向けて」,岸田文雄
965,2022,ＴＩＣＡＤ８開会式　岸田総理スピーチ,岸田文雄
966,2022,ビジネス・フォーラム　岸田総理大臣ビデオメッセージ,岸田文雄
967,2022,第４回野口英世アフリカ賞授賞式　岸田総理大臣ビデオメッセージ,岸田文雄
968,2022,第8回アフリカ開発会議（TICAD8）閉会式における岸田総理大臣による挨拶,岸田文雄
969,2022,内閣総理大臣の談話（ミハイル・ゴルバチョフ元ソビエト連邦大統領の逝去について）,岸田文雄
970,2022,エリザベス二世女王陛下の崩御に関する岸田内閣総理大臣の談話,岸田文雄
971,2022,第７７回国連総会における岸田内閣総理大臣一般討論演説,岸田文雄
972,2022,第１０回ＣＴＢＴフレンズ首脳級（ハイレベル）会合（岸田総理大臣挨拶）,岸田文雄
973,2022,ＨｅＦｏｒＳｈｅサミット　岸田総理スピーチ,岸田文雄
974,2022,グローバルファンド第７次増資会合　岸田総理スピーチ,岸田文雄
975,2022,ニューヨーク証券取引所における岸田内閣総理大臣スピーチ,岸田文雄
976,2022,故安倍晋三国葬儀における追悼の辞（岸田内閣総理大臣）,岸田文雄
977,2022,Ｇゼロサミットに関する岸田総理メッセージ,岸田文雄
978,2022,日中国交正常化５０周年に関する岸田文雄内閣総理大臣及び習近平・中華人民共和国国家主席のメッセージの交換,岸田文雄
979,2022,日中国交正常化５０周年に関する岸田文雄内閣総理大臣及び李克強・中華人民共和国国務院総理のメッセージの交換,岸田文雄
980,2022,岸田総理大臣によるレジェップ・タイップ・エルドアン・トルコ共和国大統領宛お見舞いメッセージの発出,岸田文雄
981,2022,ナイジェリア連邦共和国における洪水に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
982,2022,「世界津波の日」２０２２高校生サミットｉｎ新潟　岸田総理ビデオメッセージ,岸田文雄
983,2022,ウクライナ復興・再建・近代化に関する国際専門家会議　岸田総理ビデオメッセージ,岸田文雄
984,2022,２０２２年米日カウンシル年次総会　総理祝辞（岸田内閣総理大臣）,岸田文雄
985,2022,韓国ソウル・梨泰院で発生した事故に関する岸田総理大臣によるお見舞いメッセージの発出,岸田文雄
986,2022,令和４年度国際観艦式　岸田内閣総理大臣訓示,岸田文雄
987,2022,ＡＳＥＡＮビジネス投資サミット　岸田総理ビデオメッセージ,岸田文雄
988,2022,岸田総理によるクメール・タイムズ紙への寄稿文,岸田文雄
989,2022,G20 バリ・サミットにおけるグローバル・インフラ投資パートナーシップに関する サイドイベント　岸田総理発言内容,岸田文雄
990,2022,インドネシア西ジャワ州チアンジュールで発生した地震被害に対する岸田総理大臣によるお見舞いメッセージの発出,岸田文雄
991,2022,「風流踊」のユネスコ無形文化遺産登録に当たっての内閣総理大臣メッセージ,岸田文雄
992,2022,江沢民・中華人民共和国元国家主席の逝去を受けた岸田総理大臣の弔意メッセージ,岸田文雄
993,2022,国際女性会議WAW!2022　岸田総理開会挨拶,岸田文雄
994,2022,「核兵器のない世界」のための国際賢人会議第１回会合　開会セッションにおける岸田内閣総理大臣挨拶,岸田文雄
995,2022,「核兵器のない世界」のための国際賢人会議第1回会合　閉会セッションにおける岸田内閣総理大臣挨拶,岸田文雄
996,2022,内外情勢調査会全国懇談会　岸田内閣総理大臣講演,岸田文雄
997,2023,岸田内閣総理大臣　令和５年　年頭所感,岸田文雄
998,2023,Ｇ７広島サミットに向けての岸田総理ビデオメッセージ,岸田文雄
999,2023,ジョンズ・ホプキンス大学高等国際関係大学院における岸田総理スピーチ,岸田文雄
1000,2023,岸田文雄内閣総理大臣　２０２３年春節祝辞,岸田文雄
1001,2023,岸田総理によるランセット誌への寄稿文,岸田文雄
1002,2023,内閣総理大臣コメント（Ｈ－IIＡロケット４６号機の打上げ成功について）,岸田文雄
1003,2023,岸田総理大臣によるレジェップ・タイップ・エルドアン・トルコ共和国大統領宛お見舞いメッセージの発出,岸田文雄
1004,2023,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,岸田文雄
1005,2023,第4回東京グローバルダイアログ　岸田総理大臣　挨拶,岸田文雄
1006,2023,国民の皆様へ,岸田文雄
1007,2023,ブラジル連邦共和国サンパウロ州北部沿岸部における洪水と土砂災害に対する岸田総理大臣のお見舞いメッセージ,岸田文雄
1008,2023,「国際女性の日」に当たっての岸田内閣総理大臣ビデオメッセージ,岸田文雄
1009,2023,「東日本大震災追悼復興祈念式」における内閣総理大臣追悼の辞,岸田文雄
1010,2023,国連支援募金３０周年記念イベント　岸田内閣総理大臣ビデオメッセージ,岸田文雄
1011,2023,広島市・世界銀行共催国際カンファレンス　岸田内閣総理大臣ビデオメッセージ,岸田文雄
1012,2023,日本ＡＳＥＡＮ友好協力５０周年記念シンポジウム　岸田総理ビデオメッセージ,岸田文雄
1013,2023,岸田総理大臣のインド世界問題評議会における政策スピーチ,岸田文雄
1014,2023,岸田総理によるインディアン・エクスプレス紙への寄稿,岸田文雄
1015,2023,エクアドル共和国グアヤス県南部における地震被害に対する岸田総理大臣のお見舞いメッセージの発出,岸田文雄
1016,2023,令和４年度　防衛大学校卒業式　内閣総理大臣訓示,岸田文雄
1017,2023,民主主義のためのサミット　岸田総理ビデオメッセージ,岸田文雄
1018,2023,岸田総理による外交専門誌「外交」への寄稿文,岸田文雄
1019,2023,ウクライナにおけるロシアの戦争犯罪等のアカウンタビリティに関するブチャ・サミット　岸田内閣総理大臣ビデオメッセージ,岸田文雄
1020,2023,エネルギーと気候に関する主要経済国フォーラム（ＭＥＦ）に際しての岸田総理ビデオメッセージ,岸田文雄
1021,2023,Ｇ７広島サミットに向けた世界人口開発議員会議（ＧＣＰＰＤ）２０２３　岸田総理基調講演,岸田文雄
1022,2023,アラブ連盟各国駐在代表に対する岸田総理挨拶,岸田文雄
1023,2023,日本・エジプト友好レセプションにおける岸田総理挨拶,岸田文雄
1024,2023,岸田総理によるアハラーム紙への寄稿文「１００年後の繁栄に向けて、エジプトと手を携えて」,岸田文雄
1025,2023,日・エジプト・ビジネスフォーラムにおける岸田総理挨拶,岸田文雄
1026,2023,ＩＯＷＮ Global Forum年次総会に際しての岸田総理ビデオメッセージ,岸田文雄
1027,2023,アフリカ・デーに際しての総理メッセージ（岸田内閣総理大臣）,岸田文雄
1028,2023,日経フォーラム第２８回「アジアの未来」晩さん会　岸田総理スピーチ（岸田内閣総理大臣）,岸田文雄
1029,2023,Hydrogen Council ＣＥＯ会合に際しての岸田総理ビデオメッセージ,岸田文雄
1030,2023,インドにおける列車事故に関する岸田総理大臣によるお見舞いメッセージ,岸田文雄
1031,2023,内閣総理大臣談話（岸田内閣総理大臣）,岸田文雄
1032,2023,Ｇａｖｉ中間期間評価会合に向けた岸田総理メッセージ,岸田文雄
1033,2023,早稲田大学講演会（岸田内閣総理大臣）,岸田文雄
1034,2023,令和５年沖縄全戦没者追悼式における内閣総理大臣挨拶（岸田内閣総理大臣）,岸田文雄
1035,2023,韓国における豪雨被害に関する岸田総理大臣によるお見舞いメッセージ,岸田文雄
1036,2023,日・ＵＡＥビジネス・フォーラム岸田総理スピーチ,岸田文雄
1037,2023,岸田総理によるＵＡＥ国営通信ＷＡＭへの寄稿文,岸田文雄
1038,2023,日・カタール・ビジネス・レセプション岸田総理スピーチ,岸田文雄
1039,2023,日本経済団体連合会夏季フォーラム２０２３　岸田内閣総理大臣講演,岸田文雄
1040,2023,半導体戦略シンポジウムにおける岸田総理ビデオメッセージ,岸田文雄
1041,2023,広島市原爆死没者慰霊式並びに平和祈念式あいさつ（岸田内閣総理大臣）,岸田文雄
1042,2023,長崎原爆犠牲者慰霊平和祈念式典における岸田総理ビデオメッセージ,岸田文雄
1043,2023,米国ハワイ州における山火事被害に関する岸田総理大臣によるお見舞いメッセージ,岸田文雄
1044,2023,令和５年度全国戦没者追悼式総理大臣式辞（岸田内閣総理大臣）,岸田文雄
1045,2023,クリミア・プラットフォーム首脳会合　岸田総理ビデオメッセージ,岸田文雄
1046,2023,ウクライナ独立記念日　岸田総理大臣ビデオ・メッセージ,岸田文雄
1047,2023,「ＴＩＣＡＤ３０周年記念イベント」岸田総理ビデオメッセージ,岸田文雄
1048,2023,三陸常磐ものを食べて応援　岸田総理ビデオメッセージ,岸田文雄
1049,2023,ＡＳＥＡＮビジネス投資サミット　岸田総理ビデオメッセージ,岸田文雄
1050,2023,岸田総理によるコンパス紙への寄稿文,岸田文雄
1051,2023,AIPF(ASEAN インド太平洋フォーラム)での岸田総理大臣スピーチ,岸田文雄
1052,2023,三海域イニシアティブ首脳会合における岸田総理ビデオメッセージ,岸田文雄
1053,2023,G20ニューデリー・サミットにおけるグローバル・インフラ投資パートナーシップ(PGII)に関するサイドイベント　岸田総理発言内容,岸田文雄
1054,2023,モロッコ王国中部における地震被害に対する岸田総理のお見舞いメッセージ,岸田文雄
1055,2023,リビア東部における洪水被害に対する岸田内閣総理大臣のお見舞いメッセージ,岸田文雄
1056,2023,第７８回国連総会における岸田内閣総理大臣一般討論演説,岸田文雄
1057,2023,ＦＭＣＴハイレベル記念行事　岸田総理スピーチ,岸田文雄
1058,2023,ＳＤＧサミット　岸田総理スピーチ,岸田文雄
1059,2023,グローバル・ゴールキーパー賞授賞式　岸田総理スピーチ,岸田文雄
1060,2023,効果的な多国間主義とウクライナ情勢に関する安保理首脳級会合　岸田総理スピーチ,岸田文雄
1061,2023,Ｇ７保健フォローアップ・サイドイベント　岸田総理スピーチ,岸田文雄
1062,2023,ＵＨＣハイレベル会合　岸田総理スピーチ,岸田文雄
1063,2023,ニューヨーク経済クラブ主催による岸田総理大臣講演,岸田文雄
1064,2023,国連総会サイドイベント　訪日観光レセプション　岸田総理ビデオメッセージ,岸田文雄
1065,2023,ＳＴＳフォーラム第２０回年次総会開会式における岸田内閣総理大臣の挨拶,岸田文雄
1066,2023,ＰＲＩ　ｉｎ　Ｐｅｒｓｏｎ２０２３　における岸田内閣総理大臣の挨拶,岸田文雄
1067,2023,日米文化教育交流会議(カルコン)第30回日米合同会議　内閣総理大臣メッセージ,岸田文雄
1068,2023,第１０回「富士山会合」　岸田総理ビデオメッセージ,岸田文雄
1069,2023,日中平和友好条約４５周年に関する岸田文雄内閣総理大臣及び李強・中華人民共和国国務院総理のメッセージの交換,岸田文雄
1070,2023,第３６回東京国際映画祭オープニングセレモニー　岸田総理ビデオメッセージ,岸田文雄
1071,2023,欧州委員会主催グローバル・ゲートウェイ・フォーラム 岸田総理ビデオメッセージ,岸田文雄
1072,2023,ジョン・F・ケネディ「勇気ある人々」賞　岸田総理ビデオメッセージ,岸田文雄
1073,2023,岸田総理によるフィリピン・スター紙、マニラ・ブレティン紙、フィリピン・デイリー・インクワイアラー紙への寄稿文　「フィリピンとの“特別な友情の絆（きずな）”を祝して」,岸田文雄
1074,2023,フィリピン共和国上下両院合同セッションにおける岸田内閣総理大臣政策スピーチ,岸田文雄
1075,2023,令和５年度航空観閲式　岸田内閣総理大臣訓示,岸田文雄
1076,2023,岸田総理によるサンフランシスコ・クロニクル紙への寄稿文,岸田文雄
1077,2023,第９回日中企業家大会及び元政府高官対話（日中ＣＥＯ等サミット）　岸田総理ビデオメッセージ,岸田文雄
1078,2023,日本産水産物ＰＲイベント　岸田総理スピーチ,岸田文雄
1079,2023,インド太平洋経済枠組み（ＩＰＥＦ）首脳会合　岸田総理大臣によるスピーチ,岸田文雄
1080,2023,スタンフォード大学における日韓首脳討論会　岸田総理スピーチ,岸田文雄
1081,2023,在日インド商工協会創立１００周年記念式典　岸田総理ビデオメッセージ,岸田文雄
1082,2023,全拉致被害者の即時一括帰国を求める国民大集会における岸田内閣総理大臣の挨拶,岸田文雄
1083,2023,共同通信加盟社編集局長会議 岸田総理スピーチ,岸田文雄
1084,2023,ＣＯＰ２８における首脳級ハイレベル・セグメント　岸田総理スピーチ,岸田文雄
1085,2023,キッシンジャー元米国国務長官の逝去に関する岸田総理大臣の弔辞,岸田文雄
1086,2023,大阪・関西万博入場券販売開始イベント　岸田総理ビデオメッセージ,岸田文雄
1087,2023,Action to Zero led by Japan and UAE　岸田総理スピーチ,岸田文雄
1088,2023,「核兵器のない世界」に向けた国際賢人会議第3回会合　開会セッションにおける岸田内閣総理大臣メッセージ（石原総理大臣補佐官代読）,岸田文雄
1089,2023,「核兵器のない世界」に向けた国際賢人会議第３回会合　閉会セッションにおける岸田総理大臣の挨拶,岸田文雄
1090,2023,ジェンダー平等アドバイザリー評議会（ＧＥＡＣ）による最終報告書の提出を受けた総理メッセージ（岸田内閣総理大臣）,岸田文雄
1091,2023,岸田総理によるＪＡＰＡＮ Ｆｏｒｗａｒｄへの寄稿文「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1092,2023,セミコン・ジャパン２０２３　岸田総理ビデオメッセージ,岸田文雄
1093,2023,日ＡＳＥＡＮヤングビジネスリーダーズサミット　岸田総理ビデオメッセージ,岸田文雄
1094,2023,岸田総理によるコンパス紙への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1095,2023,岸田総理によるフィリピン・スター紙、マニラ・ブレティン紙、フィリピン・デイリー・インクワイアラー紙への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1096,2023,岸田総理によるストレーツ・タイムズ紙への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1097,2023,岸田総理によるビエンチャン・タイムズ紙への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1098,2023,岸田総理によるマティチョン紙、デイリーニュース紙への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1099,2023,岸田総理による国営ベルナマ通信社への寄稿文　「信頼に基づき共に創るインド太平洋の未来」,岸田文雄
1100,2023,岸田総理によるクメール・タイムズ紙への寄稿文,岸田文雄
1101,2023,岸田総理によるボルネオ・ブレティン紙への寄稿文,岸田文雄
1102,2023,岸田総理によるトゥオイ・チェー紙への寄稿文,岸田文雄
1103,2023,岸田総理によるジャパン・タイムズ紙への寄稿文,岸田文雄
1104,2023,日本ＡＳＥＡＮ友好協力５０周年特別首脳会議　迎賓館赤坂離宮での晩餐会における岸田総理大臣挨拶　－「信頼」に基づく「共創」により目指す「平和と繁栄」－,岸田文雄
1105,2023,日本経済団体連合会・日本商工会議所共催　ASEAN首脳歓迎昼食会　岸田内閣総理大臣挨拶,岸田文雄
1106,2023,アジア・ゼロエミッション共同体（AZEC ）首脳会合における岸田総理冒頭発言,岸田文雄
1107,2023,ユース非核リーダー基金　国連主催オンライン・立ち上げ行事　岸田総理ビデオメッセージ,岸田文雄
1108,2023,内外情勢調査会全国懇談会　岸田内閣総理大臣講演,岸田文雄
1109,2024,岸田内閣総理大臣　令和６年　年頭所感,岸田文雄
1110,2024,第１１回高校生ビジネスプラン・グランプリ　岸田総理ビデオメッセージ,岸田文雄
1111,2024,内閣感染症危機管理統括庁主催シンポジウム　岸田総理ビデオメッセージ,岸田文雄
1112,2024,日本産水産物ＰＲイベント　岸田総理ビデオメッセージ,岸田文雄
1113,2024,小型月着陸実証機（ＳＬＩＭ）の月面着陸について　岸田総理ビデオメッセージ,岸田文雄
1114,2024,共生社会と人権に関するシンポジウム　岸田総理ビデオメッセージ,岸田文雄
1115,2024,世界税関機構アジア大洋州地域情報連絡事務所開所式　岸田総理ビデオメッセージ,岸田文雄
1116,2024,岸田文雄内閣総理大臣　２０２４年春節祝辞,岸田文雄
1117,2024,「建国記念の日」を迎えるに当たっての内閣総理大臣メッセージ,岸田文雄
1118,2024,ＩＥＡ閣僚理事会　岸田総理ビデオメッセージ,岸田文雄
1119,2024,日・ウクライナ経済復興推進会議における岸田総理大臣基調講演,岸田文雄
1120,2024,デジタル・スペース・カンファレンス２０２４　岸田総理大臣ビデオメッセージ,岸田文雄
1121,2024,第5回東京グローバルダイアログ岸田総理大臣挨拶,岸田文雄
1122,2024,国民の皆様へ（岸田内閣総理大臣）,岸田文雄
1123,2024,日本医師会赤ひげ大賞表彰式　岸田総理ビデオメッセージ,岸田文雄
1124,2024,ＦＩＮ／ＳＵＭ２０２４　岸田総理ビデオメッセージ,岸田文雄
1125,2024,第４回帰国留学生総会　岸田総理ビデオメッセージ,岸田文雄
1126,2024,ライシナ東京・ラウンドテーブル　岸田総理ビデオメッセージ,岸田文雄
1127,2024,「国際女性の日」に当たっての岸田内閣総理大臣ビデオメッセージ,岸田文雄
1128,2024,マルルーニー・カナダ元首相の逝去に際しての岸田総理大臣による弔意書簡の発出,岸田文雄
1129,2024,日本チェーンドラッグストア協会２５周年記念式典　岸田総理ビデオメッセージ,岸田文雄
1130,2024,「東日本大震災追悼復興祈念式」における内閣総理大臣追悼の辞,岸田文雄
1131,2024,第９回「ジャパン・ベトナム・フェスティバル開会式」岸田総理ビデオメッセージ,岸田文雄
1132,2024,第９６回米国アカデミー賞における日本映画の受賞を祝す内閣総理大臣からのメッセージ,岸田文雄
1133,2024,北陸新幹線金沢・敦賀間しゅん功開業式・祝賀並びにＩＲいしかわ鉄道開業祝賀会　岸田総理ビデオメッセージ,岸田文雄
1134,2024,北陸新幹線金沢・敦賀間しゅん功開業式・祝賀会及びハピラインふくい開業祝賀会　岸田総理ビデオメッセージ,岸田文雄
1135,2024,民主主義のためのサミット　岸田総理ビデオメッセージ,岸田文雄
1136,2024,陸上自衛隊高等工科学校卒業式　岸田総理ビデオメッセージ,岸田文雄
1137,2024,第３回民主主義のためのサミット　ナショナルステートメント（コミットメント）　岸田総理ビデオメッセージ,岸田文雄
1138,2024,第1回原子力エネルギーサミットにおける岸田総理メッセージ（高村外務大臣政務官代読）,岸田文雄
1139,2024,令和５年度　防衛大学校卒業式　内閣総理大臣訓示,岸田文雄
1140,2024,第７４回社会を明るくする運動　岸田総理ビデオメッセージ,岸田文雄
1141,2024,第５８回国家公務員合同初任研修　岸田内閣総理大臣訓示,岸田文雄
1142,2024,台湾東部で発生した地震を受けた岸田内閣総理大臣によるお見舞いメッセージ,岸田文雄
1143,2024,米国連邦議会上下両院合同会議における岸田内閣総理大臣演説,岸田文雄
1144,2024,大阪・関西万博 開幕１年前イベント 岸田総理メッセージ,岸田文雄
1145,2024,オマーンにおける洪水被害に対する岸田総理大臣のお見舞いメッセージの発出,岸田文雄
1146,2024,アラブ首長国連邦における洪水被害に対する岸田総理大臣のお見舞いメッセージの発出,岸田文雄
1147,2024,人口戦略シンポジウム　岸田総理ビデオメッセージ,岸田文雄
1148,2024,ＩＦＣＭＡ閣僚対話　岸田総理スピーチ,岸田文雄
1149,2024,生成ＡＩに関するサイドイベント　岸田総理スピーチ,岸田文雄
1150,2024,ＯＥＣＤ閣僚理事会開会式における議長国基調演説（岸田内閣総理大臣）,岸田文雄
1151,2024,東南アジア地域プログラム１０周年記念式典　岸田総理スピーチ,岸田文雄
1152,2024,日・パラグアイ・ビジネスフォーラム及び協力覚書発表式における岸田総理挨拶,岸田文雄
1153,2024,ＡＢＣ Ｃｏｌｏｒ紙による岸田総理への書面インタビュー,岸田文雄
1154,2024,岸田総理によるフォーリャ・デ・サンパウロ紙への寄稿文,岸田文雄
1155,2024,サンパウロ大学における対中南米政策スピーチ（岸田内閣総理大臣）,岸田文雄
1156,2024,日・ブラジル・ビジネスフォーラムにおける岸田総理挨拶,岸田文雄
1157,2024,セイエド・エブラヒーム・ライースィ・イラン・イスラム共和国大統領の御逝去に関する岸田内閣総理大臣の談話,岸田文雄
1158,2024,ライースィ・イラン大統領及びアブドラヒアン・イラン外相の逝去を受けた岸田総理大臣による弔意メッセージ,岸田文雄
1159,2024,AIソウル・サミット 首脳セッション　岸田文雄内閣総理大臣ビデオメッセージ,岸田文雄
1160,2024,日経フォーラム第２９回「アジアの未来」晩さん会　岸田総理スピーチ,岸田文雄
1161,2024,日中韓ビジネスサミット　岸田総理スピーチ,岸田文雄
1162,2024,日ウクライナ官民ラウンドテーブル　岸田総理ビデオメッセージ,岸田文雄
1163,2024,岸田総理によるコリエレ・デッラ・セーラ紙への寄稿文,岸田文雄
1164,2024,ウクライナの平和に関するサミットオープニング全体会合　岸田総理スピーチ,岸田文雄
1165,2024,令和６年沖縄全戦没者追悼式における内閣総理大臣挨拶,岸田文雄
1166,2024,ＧＸ推進機構開所式　岸田総理ビデオメッセージ,岸田文雄
1167,2024,岸田総理によるドイツ「ハンデルスブラット」紙への寄稿文,岸田文雄
1168,2024,「共に歩む」 ー ジャパン・タイムズ紙への岸田総理大臣寄稿,岸田文雄
1169,2024,ＰＡＬＭ１０認定記念事業　岸田総理ビデオメッセージ,岸田文雄
1170,2024,日本経済団体連合会夏季フォーラム２０２４　岸田内閣総理大臣講演,岸田文雄
1171,2024,「佐渡島の金山」世界文化遺産登録に当たっての岸田内閣総理大臣メッセージ,岸田文雄
1172,2024,広島市原爆死没者慰霊式並びに平和祈念式挨拶,岸田文雄
1173,2024,長崎原爆犠牲者慰霊平和祈念式典挨拶（岸田内閣総理大臣）,岸田文雄
1174,2024,ベトナムフェスティバルｉｎ札幌２０２４　岸田総理ビデオメッセージ,岸田文雄
1175,2024,令和６年度全国戦没者追悼式総理大臣式辞（岸田内閣総理大臣）,岸田文雄
1176,2024,ユース非核リーダー基金　訪日プログラム開始式　岸田総理ビデオメッセージ,岸田文雄
1177,2024,ＷｅｂＸ２０２４　岸田総理ビデオメッセージ,岸田文雄
1178,2024,経団連・ジョブ型人事説明会　総理ビデオメッセージ,岸田文雄
1179,2024,第４回クリミア・プラットフォーム首脳会合　岸田総理ビデオメッセージ,岸田文雄
1180,2024,World Skills International２０２４　岸田総理ビデオメッセージ,岸田文雄
1181,2024,日本商工会議所　第１３９回通常会員総会　岸田総理ビデオメッセージ,岸田文雄
1182,2024,日米豪印首脳会合サイドイベント「日米豪印がんムーンショット」　岸田総理スピーチ,岸田文雄
1183,2024,未来サミットにおける岸田文雄内閣総理大臣による演説,岸田文雄
